JAI,"Jera Earth, Ansuz Odin, Isa Ice","Cycles, Right Action, God, Ancestors, Cosmic Coherence","Divination=2, Transmutation=2"
JAO,"Jera Earth, Ansuz Odin, Othila Ancestral","Cycles, Right Action, God, Ancestors, Inherited Property, Genetics","Divination=3, Transmutation=2"
JAU,"Jera Earth, Ansuz Odin, Uruz Power","Cycles, Right Action, God, Ancestors, Primal Creative Force, Gateway","Divination=2, Transmutation=2, Evocation=1"
JEB,"Jera Earth, Ehwaz Fire, Berkana Birth","Cycles, Right Action, Fire, Knowledge, Earth Mother, Birth","Divination=2, Transmutation=2, Evocation=1, Conjuration=1"
JEC,"Jera Earth, Ehwaz Fire, Kaunaz Fire","Cycles, Right Action, Fire, Knowledge, Fire, Knowledge","Divination=3, Evocation=2, Transmutation=1"
JED,"Jera Earth, Ehwaz Fire, Dagaz Dawn","Cycles, Right Action, Fire, Knowledge, Intuition, Light Within","Divination=3, Transmutation=2, Evocation=1"
JEF,"Jera Earth, Ehwaz Fire, Fehu Frey","Cycles, Right Action, Fire, Knowledge, Wealth, Mother Rune","Divination=2, Transmutation=1, Evocation=1, Enchantment=1"
JEG,"Jera Earth, Ehwaz Fire, Gebo Gift","Cycles, Right Action, Fire, Knowledge, Divine Interaction","Divination=2, Transmutation=2, Evocation=1, Conjuration=1"
JEH,"Jera Earth, Ehwaz Fire, Hagalaz Air","Cycles, Right Action, Fire, Knowledge, Transformation, Egg of Life","Divination=2, Transmutation=2, Evocation=1"
JEK,"Jera Earth, Ehwaz Fire, Kaunaz Fire","Cycles, Right Action, Fire, Knowledge, Fire, Knowledge","Divination=3, Evocation=2, Transmutation=1"
JEL,"Jera Earth, Ehwaz Fire, Laguz Water","Cycles, Right Action, Fire, Knowledge, Fertility, Living Renewal","Divination=2, Transmutation=2, Evocation=1, Conjuration=1"
JEM,"Jera Earth, Ehwaz Fire, Mannaz Man","Cycles, Right Action, Fire, Knowledge, Divine Union, Manifestation","Divination=2, Transmutation=2, Evocation=1, Conjuration=1, Illusion=1"
JEN,"Jera Earth, Ehwaz Fire, Nauthiz Necessity","Cycles, Right Action, Fire, Knowledge, Needs, Friction, Shadow","Divination=2, Transmutation=1, Evocation=1, Enchantment=1, Illusion=1, Necromancy=1"
JENG,"Jera Earth, Ehwaz Fire, Inguz Fertility","Cycles, Right Action, Fire, Knowledge, True Love, Music, Harmony","Divination=3, Transmutation=2, Evocation=1, Enchantment=1"
JEP,"Jera Earth, Ehwaz Fire, Peorth Hearth","Cycles, Right Action, Fire, Knowledge, Divination, Luck, Primal Law","Divination=3, Transmutation=2, Evocation=1"
JEQ,"Jera Earth, Ehwaz Fire, Kaunaz Fire","Cycles, Right Action, Fire, Knowledge, Fire, Knowledge","Divination=3, Evocation=2, Transmutation=1"
JER,"Jera Earth, Ehwaz Fire, Raido Wheel","Cycles, Right Action, Fire, Knowledge, Solar Chariot, Rhythm","Divination=2, Transmutation=2, Evocation=1, Enchantment=1"
JES,"Jera Earth, Ehwaz Fire, Sowulo Sun","Cycles, Right Action, Fire, Knowledge, Thunderbolt, Wheel of Power","Divination=2, Transmutation=2, Evocation=2"
JET,"Jera Earth, Ehwaz Fire, Teiwaz Victory","Cycles, Right Action, Fire, Knowledge, Masculine Gods, Warrior Rune","Divination=2, Evocation=2, Transmutation=1, Enchantment=1"
JETH,"Jera Earth, Ehwaz Fire, Thurisaz Thor","Cycles, Right Action, Fire, Knowledge, Protection, Polarity, Regeneration","Divination=2, Transmutation=2, Evocation=1, Abjuration=1, Necromancy=1"
JEV,"Jera Earth, Ehwaz Fire, Wunjo Joy","Cycles, Right Action, Fire, Knowledge, Kinship, Heritage, Joy","Divination=2, Transmutation=1, Evocation=1, Enchantment=1"
JEW,"Jera Earth, Ehwaz Fire, Wunjo Joy","Cycles, Right Action, Fire, Knowledge, Kinship, Heritage, Joy","Divination=2, Transmutation=1, Evocation=1, Enchantment=1"
JEX,"Jera Earth, Ehwaz Fire, Thurisaz Thor","Cycles, Right Action, Fire, Knowledge, Protection, Polarity, Regeneration","Divination=2, Transmutation=2, Evocation=1, Abjuration=1, Necromancy=1"
JEY,"Jera Earth, Ehwaz Fire, Eiwaz Death","Cycles, Right Action, Fire, Knowledge,  Tree of Life, Dreaming, Magic","Divination=3, Transmutation=1, Evocation=1, Illusion=1"
JEZ,"Jera Earth, Ehwaz Fire, Algiz Protection","Cycles, Right Action, Fire, Knowledge, Divine Protection, Sanctuary","Divination=2, Transmutation=1, Evocation=1, Abjuration=1"
JEA,"Jera Earth, Ehwaz Fire, Ansuz Odin","Cycles, Right Action, Fire, Knowledge, God, Ancestors","Divination=3, Transmutation=1, Evocation=1"
JEI,"Jera Earth, Ehwaz Fire, Isa Ice","Cycles, Right Action, Fire, Knowledge, Cosmic Coherence","Divination=2, Transmutation=2, Evocation=1"
JEO,"Jera Earth, Ehwaz Fire, Othila Ancestral","Cycles, Right Action, Fire, Knowledge, Inherited Property, Genetics","Divination=3, Transmutation=2, Evocation=1"
JEU,"Jera Earth, Ehwaz Fire, Uruz Power","Cycles, Right Action, Fire, Knowledge, Primal Creative Force, Gateway","Divination=2, Transmutation=2, Evocation=2"
JIB,"Jera Earth, Isa Ice, Berkana Birth","Cycles, Right Action, Cosmic Coherence, Earth Mother, Birth","Transmutation=3, Divination=1, Conjuration=1"
JIC,"Jera Earth, Isa Ice, Kaunaz Fire","Cycles, Right Action, Cosmic Coherence, Fire, Knowledge","Divination=2, Transmutation=2, Evocation=1"
JID,"Jera Earth, Isa Ice, Dagaz Dawn","Cycles, Right Action, Cosmic Coherence, Intuition, Light Within","Transmutation=3, Divination=2"
JIF,"Jera Earth, Isa Ice, Fehu Frey","Cycles, Right Action, Cosmic Coherence, Wealth, Mother Rune","Transmutation=2, Divination=1, Enchantment=1"
JIG,"Jera Earth, Isa Ice, Gebo Gift","Cycles, Right Action, Cosmic Coherence, Divine Interaction","Transmutation=3, Divination=1, Conjuration=1"
JIH,"Jera Earth, Isa Ice, Hagalaz Air","Cycles, Right Action, Cosmic Coherence, Transformation, Egg of Life","Transmutation=3, Divination=1"
JIK,"Jera Earth, Isa Ice, Kaunaz Fire","Cycles, Right Action, Cosmic Coherence, Fire, Knowledge","Divination=2, Transmutation=2, Evocation=1"
JIL,"Jera Earth, Isa Ice, Laguz Water","Cycles, Right Action, Cosmic Coherence, Fertility, Living Renewal","Transmutation=3, Divination=1, Conjuration=1"
JIM,"Jera Earth, Isa Ice, Mannaz Man","Cycles, Right Action, Cosmic Coherence, Divine Union, Manifestation","Transmutation=3, Divination=1, Conjuration=1, Illusion=1"
JIN,"Jera Earth, Isa Ice, Nauthiz Necessity","Cycles, Right Action, Cosmic Coherence, Needs, Friction, Shadow","Transmutation=2, Divination=1, Enchantment=1, Illusion=1, Necromancy=1"
JING,"Jera Earth, Isa Ice, Inguz Fertility","Cycles, Right Action, Cosmic Coherence, True Love, Music, Harmony","Transmutation=3, Divination=2, Enchantment=1"
JIP,"Jera Earth, Isa Ice, Peorth Hearth","Cycles, Right Action, Cosmic Coherence, Divination, Luck, Primal Law","Transmutation=3, Divination=2"
JIQ,"Jera Earth, Isa Ice, Kaunaz Fire","Cycles, Right Action, Cosmic Coherence, Fire, Knowledge","Divination=2, Transmutation=2, Evocation=1"
JIR,"Jera Earth, Isa Ice, Raido Wheel","Cycles, Right Action, Cosmic Coherence, Solar Chariot, Rhythm","Transmutation=3, Divination=1, Enchantment=1"
JIS,"Jera Earth, Isa Ice, Sowulo Sun","Cycles, Right Action, Cosmic Coherence, Thunderbolt, Wheel of Power","Transmutation=3, Divination=1, Evocation=1"
JIT,"Jera Earth, Isa Ice, Teiwaz Victory","Cycles, Right Action, Cosmic Coherence, Masculine Gods, Warrior Rune","Transmutation=2, Divination=1, Evocation=1, Enchantment=1"
JITH,"Jera Earth, Isa Ice, Thurisaz Thor","Cycles, Right Action, Cosmic Coherence, Protection, Polarity, Regeneration","Transmutation=3, Divination=1, Abjuration=1, Necromancy=1"
JIV,"Jera Earth, Isa Ice, Wunjo Joy","Cycles, Right Action, Cosmic Coherence, Kinship, Heritage, Joy","Transmutation=2, Divination=1, Enchantment=1"
JIW,"Jera Earth, Isa Ice, Wunjo Joy","Cycles, Right Action, Cosmic Coherence, Kinship, Heritage, Joy","Transmutation=2, Divination=1, Enchantment=1"
JIX,"Jera Earth, Isa Ice, Thurisaz Thor","Cycles, Right Action, Cosmic Coherence, Protection, Polarity, Regeneration","Transmutation=3, Divination=1, Abjuration=1, Necromancy=1"
JIY,"Jera Earth, Isa Ice, Eiwaz Death","Cycles, Right Action, Cosmic Coherence,  Tree of Life, Dreaming, Magic","Divination=2, Transmutation=2, Illusion=1"
JIZ,"Jera Earth, Isa Ice, Algiz Protection","Cycles, Right Action, Cosmic Coherence, Divine Protection, Sanctuary","Transmutation=2, Divination=1, Abjuration=1"
JIA,"Jera Earth, Isa Ice, Ansuz Odin","Cycles, Right Action, Cosmic Coherence, God, Ancestors","Divination=2, Transmutation=2"
JIE,"Jera Earth, Isa Ice, Ehwaz Fire","Cycles, Right Action, Cosmic Coherence, Fire, Knowledge","Divination=2, Transmutation=2, Evocation=1"
JIO,"Jera Earth, Isa Ice, Othila Ancestral","Cycles, Right Action, Cosmic Coherence, Inherited Property, Genetics","Transmutation=3, Divination=2"
JIU,"Jera Earth, Isa Ice, Uruz Power","Cycles, Right Action, Cosmic Coherence, Primal Creative Force, Gateway","Transmutation=3, Divination=1, Evocation=1"
JOB,"Jera Earth, Othila Ancestral, Berkana Birth","Cycles, Right Action, Inherited Property, Genetics, Earth Mother, Birth","Transmutation=3, Divination=2, Conjuration=1"
JOC,"Jera Earth, Othila Ancestral, Kaunaz Fire","Cycles, Right Action, Inherited Property, Genetics, Fire, Knowledge","Divination=3, Transmutation=2, Evocation=1"
JOD,"Jera Earth, Othila Ancestral, Dagaz Dawn","Cycles, Right Action, Inherited Property, Genetics, Intuition, Light Within","Divination=3, Transmutation=3"
JOF,"Jera Earth, Othila Ancestral, Fehu Frey","Cycles, Right Action, Inherited Property, Genetics, Wealth, Mother Rune","Divination=2, Transmutation=2, Enchantment=1"
JOG,"Jera Earth, Othila Ancestral, Gebo Gift","Cycles, Right Action, Inherited Property, Genetics, Divine Interaction","Transmutation=3, Divination=2, Conjuration=1"
JOH,"Jera Earth, Othila Ancestral, Hagalaz Air","Cycles, Right Action, Inherited Property, Genetics, Transformation, Egg of Life","Transmutation=3, Divination=2"
JOK,"Jera Earth, Othila Ancestral, Kaunaz Fire","Cycles, Right Action, Inherited Property, Genetics, Fire, Knowledge","Divination=3, Transmutation=2, Evocation=1"
JOL,"Jera Earth, Othila Ancestral, Laguz Water","Cycles, Right Action, Inherited Property, Genetics, Fertility, Living Renewal","Transmutation=3, Divination=2, Conjuration=1"
JOM,"Jera Earth, Othila Ancestral, Mannaz Man","Cycles, Right Action, Inherited Property, Genetics, Divine Union, Manifestation","Transmutation=3, Divination=2, Conjuration=1, Illusion=1"
JON,"Jera Earth, Othila Ancestral, Nauthiz Necessity","Cycles, Right Action, Inherited Property, Genetics, Needs, Friction, Shadow","Divination=2, Transmutation=2, Enchantment=1, Illusion=1, Necromancy=1"
JONG,"Jera Earth, Othila Ancestral, Inguz Fertility","Cycles, Right Action, Inherited Property, Genetics, True Love, Music, Harmony","Divination=3, Transmutation=3, Enchantment=1"
JOP,"Jera Earth, Othila Ancestral, Peorth Hearth","Cycles, Right Action, Inherited Property, Genetics, Divination, Luck, Primal Law","Divination=3, Transmutation=3"
JOQ,"Jera Earth, Othila Ancestral, Kaunaz Fire","Cycles, Right Action, Inherited Property, Genetics, Fire, Knowledge","Divination=3, Transmutation=2, Evocation=1"
JOR,"Jera Earth, Othila Ancestral, Raido Wheel","Cycles, Right Action, Inherited Property, Genetics, Solar Chariot, Rhythm","Transmutation=3, Divination=2, Enchantment=1"
JOS,"Jera Earth, Othila Ancestral, Sowulo Sun","Cycles, Right Action, Inherited Property, Genetics, Thunderbolt, Wheel of Power","Transmutation=3, Divination=2, Evocation=1"
JOT,"Jera Earth, Othila Ancestral, Teiwaz Victory","Cycles, Right Action, Inherited Property, Genetics, Masculine Gods, Warrior Rune","Divination=2, Transmutation=2, Evocation=1, Enchantment=1"
JOTH,"Jera Earth, Othila Ancestral, Thurisaz Thor","Cycles, Right Action, Inherited Property, Genetics, Protection, Polarity, Regeneration","Transmutation=3, Divination=2, Abjuration=1, Necromancy=1"
JOV,"Jera Earth, Othila Ancestral, Wunjo Joy","Cycles, Right Action, Inherited Property, Genetics, Kinship, Heritage, Joy","Divination=2, Transmutation=2, Enchantment=1"
JOW,"Jera Earth, Othila Ancestral, Wunjo Joy","Cycles, Right Action, Inherited Property, Genetics, Kinship, Heritage, Joy","Divination=2, Transmutation=2, Enchantment=1"
JOX,"Jera Earth, Othila Ancestral, Thurisaz Thor","Cycles, Right Action, Inherited Property, Genetics, Protection, Polarity, Regeneration","Transmutation=3, Divination=2, Abjuration=1, Necromancy=1"
JOY,"Jera Earth, Othila Ancestral, Eiwaz Death","Cycles, Right Action, Inherited Property, Genetics,  Tree of Life, Dreaming, Magic","Divination=3, Transmutation=2, Illusion=1"
JOZ,"Jera Earth, Othila Ancestral, Algiz Protection","Cycles, Right Action, Inherited Property, Genetics, Divine Protection, Sanctuary","Divination=2, Transmutation=2, Abjuration=1"
JOA,"Jera Earth, Othila Ancestral, Ansuz Odin","Cycles, Right Action, Inherited Property, Genetics, God, Ancestors","Divination=3, Transmutation=2"
JOE,"Jera Earth, Othila Ancestral, Ehwaz Fire","Cycles, Right Action, Inherited Property, Genetics, Fire, Knowledge","Divination=3, Transmutation=2, Evocation=1"
JOI,"Jera Earth, Othila Ancestral, Isa Ice","Cycles, Right Action, Inherited Property, Genetics, Cosmic Coherence","Transmutation=3, Divination=2"
JOU,"Jera Earth, Othila Ancestral, Uruz Power","Cycles, Right Action, Inherited Property, Genetics, Primal Creative Force, Gateway","Transmutation=3, Divination=2, Evocation=1"
JUB,"Jera Earth, Uruz Power, Berkana Birth","Cycles, Right Action, Primal Creative Force, Gateway, Earth Mother, Birth","Transmutation=3, Divination=1, Evocation=1, Conjuration=1"
JUC,"Jera Earth, Uruz Power, Kaunaz Fire","Cycles, Right Action, Primal Creative Force, Gateway, Fire, Knowledge","Divination=2, Transmutation=2, Evocation=2"
JUD,"Jera Earth, Uruz Power, Dagaz Dawn","Cycles, Right Action, Primal Creative Force, Gateway, Intuition, Light Within","Transmutation=3, Divination=2, Evocation=1"
JUF,"Jera Earth, Uruz Power, Fehu Frey","Cycles, Right Action, Primal Creative Force, Gateway, Wealth, Mother Rune","Transmutation=2, Divination=1, Evocation=1, Enchantment=1"
JUG,"Jera Earth, Uruz Power, Gebo Gift","Cycles, Right Action, Primal Creative Force, Gateway, Divine Interaction","Transmutation=3, Divination=1, Evocation=1, Conjuration=1"
JUH,"Jera Earth, Uruz Power, Hagalaz Air","Cycles, Right Action, Primal Creative Force, Gateway, Transformation, Egg of Life","Transmutation=3, Divination=1, Evocation=1"
JUK,"Jera Earth, Uruz Power, Kaunaz Fire","Cycles, Right Action, Primal Creative Force, Gateway, Fire, Knowledge","Divination=2, Transmutation=2, Evocation=2"
JUL,"Jera Earth, Uruz Power, Laguz Water","Cycles, Right Action, Primal Creative Force, Gateway, Fertility, Living Renewal","Transmutation=3, Divination=1, Evocation=1, Conjuration=1"
JUM,"Jera Earth, Uruz Power, Mannaz Man","Cycles, Right Action, Primal Creative Force, Gateway, Divine Union, Manifestation","Transmutation=3, Divination=1, Evocation=1, Conjuration=1, Illusion=1"
JUN,"Jera Earth, Uruz Power, Nauthiz Necessity","Cycles, Right Action, Primal Creative Force, Gateway, Needs, Friction, Shadow","Transmutation=2, Divination=1, Evocation=1, Enchantment=1, Illusion=1, Necromancy=1"
JUNG,"Jera Earth, Uruz Power, Inguz Fertility","Cycles, Right Action, Primal Creative Force, Gateway, True Love, Music, Harmony","Transmutation=3, Divination=2, Evocation=1, Enchantment=1"
JUP,"Jera Earth, Uruz Power, Peorth Hearth","Cycles, Right Action, Primal Creative Force, Gateway, Divination, Luck, Primal Law","Transmutation=3, Divination=2, Evocation=1"
JUQ,"Jera Earth, Uruz Power, Kaunaz Fire","Cycles, Right Action, Primal Creative Force, Gateway, Fire, Knowledge","Divination=2, Transmutation=2, Evocation=2"
JUR,"Jera Earth, Uruz Power, Raido Wheel","Cycles, Right Action, Primal Creative Force, Gateway, Solar Chariot, Rhythm","Transmutation=3, Divination=1, Evocation=1, Enchantment=1"
JUS,"Jera Earth, Uruz Power, Sowulo Sun","Cycles, Right Action, Primal Creative Force, Gateway, Thunderbolt, Wheel of Power","Transmutation=3, Evocation=2, Divination=1"
JUT,"Jera Earth, Uruz Power, Teiwaz Victory","Cycles, Right Action, Primal Creative Force, Gateway, Masculine Gods, Warrior Rune","Transmutation=2, Evocation=2, Divination=1, Enchantment=1"
JUTH,"Jera Earth, Uruz Power, Thurisaz Thor","Cycles, Right Action, Primal Creative Force, Gateway, Protection, Polarity, Regeneration","Transmutation=3, Divination=1, Evocation=1, Abjuration=1, Necromancy=1"
JUV,"Jera Earth, Uruz Power, Wunjo Joy","Cycles, Right Action, Primal Creative Force, Gateway, Kinship, Heritage, Joy","Transmutation=2, Divination=1, Evocation=1, Enchantment=1"
JUW,"Jera Earth, Uruz Power, Wunjo Joy","Cycles, Right Action, Primal Creative Force, Gateway, Kinship, Heritage, Joy","Transmutation=2, Divination=1, Evocation=1, Enchantment=1"
JUX,"Jera Earth, Uruz Power, Thurisaz Thor","Cycles, Right Action, Primal Creative Force, Gateway, Protection, Polarity, Regeneration","Transmutation=3, Divination=1, Evocation=1, Abjuration=1, Necromancy=1"
JUY,"Jera Earth, Uruz Power, Eiwaz Death","Cycles, Right Action, Primal Creative Force, Gateway,  Tree of Life, Dreaming, Magic","Divination=2, Transmutation=2, Evocation=1, Illusion=1"
JUZ,"Jera Earth, Uruz Power, Algiz Protection","Cycles, Right Action, Primal Creative Force, Gateway, Divine Protection, Sanctuary","Transmutation=2, Divination=1, Evocation=1, Abjuration=1"
JUA,"Jera Earth, Uruz Power, Ansuz Odin","Cycles, Right Action, Primal Creative Force, Gateway, God, Ancestors","Divination=2, Transmutation=2, Evocation=1"
JUE,"Jera Earth, Uruz Power, Ehwaz Fire","Cycles, Right Action, Primal Creative Force, Gateway, Fire, Knowledge","Divination=2, Transmutation=2, Evocation=2"
JUI,"Jera Earth, Uruz Power, Isa Ice","Cycles, Right Action, Primal Creative Force, Gateway, Cosmic Coherence","Transmutation=3, Divination=1, Evocation=1"
JUO,"Jera Earth, Uruz Power, Othila Ancestral","Cycles, Right Action, Primal Creative Force, Gateway, Inherited Property, Genetics","Transmutation=3, Divination=2, Evocation=1"
KAB,"Kaunaz Fire, Ansuz Odin, Berkana Birth","Fire, Knowledge, God, Ancestors, Earth Mother, Birth","Divination=2, Evocation=1, Conjuration=1, Transmutation=1"
KAC,"Kaunaz Fire, Ansuz Odin, Kaunaz Fire","Fire, Knowledge, God, Ancestors, Fire, Knowledge","Divination=3, Evocation=2"
KAD,"Kaunaz Fire, Ansuz Odin, Dagaz Dawn","Fire, Knowledge, God, Ancestors, Intuition, Light Within","Divination=3, Evocation=1, Transmutation=1"
KAF,"Kaunaz Fire, Ansuz Odin, Fehu Frey","Fire, Knowledge, God, Ancestors, Wealth, Mother Rune","Divination=2, Evocation=1, Enchantment=1"
KAG,"Kaunaz Fire, Ansuz Odin, Gebo Gift","Fire, Knowledge, God, Ancestors, Divine Interaction","Divination=2, Evocation=1, Transmutation=1, Conjuration=1"
KAH,"Kaunaz Fire, Ansuz Odin, Hagalaz Air","Fire, Knowledge, God, Ancestors, Transformation, Egg of Life","Divination=2, Evocation=1, Transmutation=1"
KAJ,"Kaunaz Fire, Ansuz Odin, Jera Earth","Fire, Knowledge, God, Ancestors, Cycles, Right Action","Divination=3, Evocation=1, Transmutation=1"
KAL,"Kaunaz Fire, Ansuz Odin, Laguz Water","Fire, Knowledge, God, Ancestors, Fertility, Living Renewal","Divination=2, Evocation=1, Conjuration=1, Transmutation=1"
KAM,"Kaunaz Fire, Ansuz Odin, Mannaz Man","Fire, Knowledge, God, Ancestors, Divine Union, Manifestation","Divination=2, Evocation=1, Conjuration=1, Illusion=1, Transmutation=1"
KAN,"Kaunaz Fire, Ansuz Odin, Nauthiz Necessity","Fire, Knowledge, God, Ancestors, Needs, Friction, Shadow","Divination=2, Evocation=1, Enchantment=1, Illusion=1, Necromancy=1"
KANG,"Kaunaz Fire, Ansuz Odin, Inguz Fertility","Fire, Knowledge, God, Ancestors, True Love, Music, Harmony","Divination=3, Evocation=1, Enchantment=1, Transmutation=1"
KAP,"Kaunaz Fire, Ansuz Odin, Peorth Hearth","Fire, Knowledge, God, Ancestors, Divination, Luck, Primal Law","Divination=3, Evocation=1, Transmutation=1"
KAQ,"Kaunaz Fire, Ansuz Odin, Kaunaz Fire","Fire, Knowledge, God, Ancestors, Fire, Knowledge","Divination=3, Evocation=2"
KAR,"Kaunaz Fire, Ansuz Odin, Raido Wheel","Fire, Knowledge, God, Ancestors, Solar Chariot, Rhythm","Divination=2, Evocation=1, Enchantment=1, Transmutation=1"
KAS,"Kaunaz Fire, Ansuz Odin, Sowulo Sun","Fire, Knowledge, God, Ancestors, Thunderbolt, Wheel of Power","Divination=2, Evocation=2, Transmutation=1"
KAT,"Kaunaz Fire, Ansuz Odin, Teiwaz Victory","Fire, Knowledge, God, Ancestors, Masculine Gods, Warrior Rune","Divination=2, Evocation=2, Enchantment=1"
KATH,"Kaunaz Fire, Ansuz Odin, Thurisaz Thor","Fire, Knowledge, God, Ancestors, Protection, Polarity, Regeneration","Divination=2, Evocation=1, Abjuration=1, Transmutation=1, Necromancy=1"
KAV,"Kaunaz Fire, Ansuz Odin, Wunjo Joy","Fire, Knowledge, God, Ancestors, Kinship, Heritage, Joy","Divination=2, Evocation=1, Enchantment=1"
KAW,"Kaunaz Fire, Ansuz Odin, Wunjo Joy","Fire, Knowledge, God, Ancestors, Kinship, Heritage, Joy","Divination=2, Evocation=1, Enchantment=1"
KAX,"Kaunaz Fire, Ansuz Odin, Thurisaz Thor","Fire, Knowledge, God, Ancestors, Protection, Polarity, Regeneration","Divination=2, Evocation=1, Abjuration=1, Transmutation=1, Necromancy=1"
KAY,"Kaunaz Fire, Ansuz Odin, Eiwaz Death","Fire, Knowledge, God, Ancestors,  Tree of Life, Dreaming, Magic","Divination=3, Evocation=1, Illusion=1"
KAZ,"Kaunaz Fire, Ansuz Odin, Algiz Protection","Fire, Knowledge, God, Ancestors, Divine Protection, Sanctuary","Divination=2, Evocation=1, Abjuration=1"
KAE,"Kaunaz Fire, Ansuz Odin, Ehwaz Fire","Fire, Knowledge, God, Ancestors, Fire, Knowledge","Divination=3, Evocation=2"
KAI,"Kaunaz Fire, Ansuz Odin, Isa Ice","Fire, Knowledge, God, Ancestors, Cosmic Coherence","Divination=2, Evocation=1, Transmutation=1"
KAO,"Kaunaz Fire, Ansuz Odin, Othila Ancestral","Fire, Knowledge, God, Ancestors, Inherited Property, Genetics","Divination=3, Evocation=1, Transmutation=1"
KAU,"Kaunaz Fire, Ansuz Odin, Uruz Power","Fire, Knowledge, God, Ancestors, Primal Creative Force, Gateway","Divination=2, Evocation=2, Transmutation=1"
KEB,"Kaunaz Fire, Ehwaz Fire, Berkana Birth","Fire, Knowledge, Fire, Knowledge, Earth Mother, Birth","Divination=2, Evocation=2, Conjuration=1, Transmutation=1"
KEC,"Kaunaz Fire, Ehwaz Fire, Kaunaz Fire","Fire, Knowledge, Fire, Knowledge, Fire, Knowledge","Divination=3, Evocation=3"
KED,"Kaunaz Fire, Ehwaz Fire, Dagaz Dawn","Fire, Knowledge, Fire, Knowledge, Intuition, Light Within","Divination=3, Evocation=2, Transmutation=1"
KEF,"Kaunaz Fire, Ehwaz Fire, Fehu Frey","Fire, Knowledge, Fire, Knowledge, Wealth, Mother Rune","Divination=2, Evocation=2, Enchantment=1"
KEG,"Kaunaz Fire, Ehwaz Fire, Gebo Gift","Fire, Knowledge, Fire, Knowledge, Divine Interaction","Divination=2, Evocation=2, Transmutation=1, Conjuration=1"
KEH,"Kaunaz Fire, Ehwaz Fire, Hagalaz Air","Fire, Knowledge, Fire, Knowledge, Transformation, Egg of Life","Divination=2, Evocation=2, Transmutation=1"
KEJ,"Kaunaz Fire, Ehwaz Fire, Jera Earth","Fire, Knowledge, Fire, Knowledge, Cycles, Right Action","Divination=3, Evocation=2, Transmutation=1"
KEL,"Kaunaz Fire, Ehwaz Fire, Laguz Water","Fire, Knowledge, Fire, Knowledge, Fertility, Living Renewal","Divination=2, Evocation=2, Conjuration=1, Transmutation=1"
KEM,"Kaunaz Fire, Ehwaz Fire, Mannaz Man","Fire, Knowledge, Fire, Knowledge, Divine Union, Manifestation","Divination=2, Evocation=2, Conjuration=1, Illusion=1, Transmutation=1"
KEN,"Kaunaz Fire, Ehwaz Fire, Nauthiz Necessity","Fire, Knowledge, Fire, Knowledge, Needs, Friction, Shadow","Divination=2, Evocation=2, Enchantment=1, Illusion=1, Necromancy=1"
KENG,"Kaunaz Fire, Ehwaz Fire, Inguz Fertility","Fire, Knowledge, Fire, Knowledge, True Love, Music, Harmony","Divination=3, Evocation=2, Enchantment=1, Transmutation=1"
KEP,"Kaunaz Fire, Ehwaz Fire, Peorth Hearth","Fire, Knowledge, Fire, Knowledge, Divination, Luck, Primal Law","Divination=3, Evocation=2, Transmutation=1"
KEQ,"Kaunaz Fire, Ehwaz Fire, Kaunaz Fire","Fire, Knowledge, Fire, Knowledge, Fire, Knowledge","Divination=3, Evocation=3"
KER,"Kaunaz Fire, Ehwaz Fire, Raido Wheel","Fire, Knowledge, Fire, Knowledge, Solar Chariot, Rhythm","Divination=2, Evocation=2, Enchantment=1, Transmutation=1"
KES,"Kaunaz Fire, Ehwaz Fire, Sowulo Sun","Fire, Knowledge, Fire, Knowledge, Thunderbolt, Wheel of Power","Evocation=3, Divination=2, Transmutation=1"
KET,"Kaunaz Fire, Ehwaz Fire, Teiwaz Victory","Fire, Knowledge, Fire, Knowledge, Masculine Gods, Warrior Rune","Evocation=3, Divination=2, Enchantment=1"
KETH,"Kaunaz Fire, Ehwaz Fire, Thurisaz Thor","Fire, Knowledge, Fire, Knowledge, Protection, Polarity, Regeneration","Divination=2, Evocation=2, Abjuration=1, Transmutation=1, Necromancy=1"
KEV,"Kaunaz Fire, Ehwaz Fire, Wunjo Joy","Fire, Knowledge, Fire, Knowledge, Kinship, Heritage, Joy","Divination=2, Evocation=2, Enchantment=1"
KEW,"Kaunaz Fire, Ehwaz Fire, Wunjo Joy","Fire, Knowledge, Fire, Knowledge, Kinship, Heritage, Joy","Divination=2, Evocation=2, Enchantment=1"
KEX,"Kaunaz Fire, Ehwaz Fire, Thurisaz Thor","Fire, Knowledge, Fire, Knowledge, Protection, Polarity, Regeneration","Divination=2, Evocation=2, Abjuration=1, Transmutation=1, Necromancy=1"
KEY,"Kaunaz Fire, Ehwaz Fire, Eiwaz Death","Fire, Knowledge, Fire, Knowledge,  Tree of Life, Dreaming, Magic","Divination=3, Evocation=2, Illusion=1"
KEZ,"Kaunaz Fire, Ehwaz Fire, Algiz Protection","Fire, Knowledge, Fire, Knowledge, Divine Protection, Sanctuary","Divination=2, Evocation=2, Abjuration=1"
KEA,"Kaunaz Fire, Ehwaz Fire, Ansuz Odin","Fire, Knowledge, Fire, Knowledge, God, Ancestors","Divination=3, Evocation=2"
KEI,"Kaunaz Fire, Ehwaz Fire, Isa Ice","Fire, Knowledge, Fire, Knowledge, Cosmic Coherence","Divination=2, Evocation=2, Transmutation=1"
